我的商店广告报告 - Shopee 马来西亚
用户名称:,kuca1.my
报告创建时间：,23/03/2023 23:12
时间：,22/03/2023 - 22/03/2023
商店ID:,833005508

排序,广告名称,状态,商品编号,广告类型,关键字/展示位置,匹配类型,搜寻结果,手动/自动,开始日期,结束日期,浏览数,点击数,点击率,平均排名,转化,直接转化,转化率,直接转化率,每点击成本,每一转化的成本,每一直接转化的成本,商品已出售,直接已售商品,销售金额,直接销售金额,花费,投资产出比,直接投资产出比,成本收入对比,直接成本收入对比,商品浏览数,商品点击数,商品点击率
60,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,shoe rack cabinet,广泛匹配,Wall mounted shoe rack,手动,28/10/2022 00:00,无限制,5,2,40.00%,1.8,0,0,0.00%,0.00%,0.12,0.00,0.00,0,0,0.00,0.00,0.24,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
61,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,almari drawer,手动,09/12/2022 00:00,无限制,5,2,40.00%,5.8,0,0,0.00%,0.00%,0.24,0.00,0.00,0,0,0.00,0.00,0.49,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
62,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,drawer 3 tier,手动,09/12/2022 00:00,无限制,5,2,40.00%,6.2,0,0,0.00%,0.00%,0.14,0.00,0.00,0,0,0.00,0.00,0.28,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
63,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,drawer ikea,手动,09/12/2022 00:00,无限制,5,2,40.00%,16.4,0,0,0.00%,0.00%,0.20,0.00,0.00,0,0,0.00,0.00,0.40,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
64,Removable rabbit ear KUCA kerusi gaming gaming chair ergonomic chair pink chair office chair adjustable chair kerusi permainan kerusi kain,正常,16786579435,商品搜索广告,office chair,广泛匹配,Dining Chair,手动,28/10/2022 00:00,无限制,5,2,40.00%,30.2,0,0,0.00%,0.00%,0.34,0.00,0.00,0,0,0.00,0.00,0.68,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
65,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,lazy bedroom desk,手动,02/11/2022 00:00,无限制,4,2,50.00%,0.0,0,0,0.00%,0.00%,0.41,0.00,0.00,0,0,0.00,0.00,0.82,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
66,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,kerusi gaming pink,广泛匹配,chair gaming,手动,02/11/2022 00:00,无限制,4,2,50.00%,4.25,0,0,0.00%,0.00%,0.35,0.00,0.00,0,0,0.00,0.00,0.71,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
67,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,kerusi gaming pink,广泛匹配,kerusi beroda,手动,02/11/2022 00:00,无限制,4,2,50.00%,2.5,0,0,0.00%,0.00%,0.21,0.00,0.00,0,0,0.00,0.00,0.43,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
68,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,kerusi gaming pink,广泛匹配,kerusi gaming pink,手动,02/11/2022 00:00,无限制,4,2,50.00%,2.25,0,0,0.00%,0.00%,0.40,0.00,0.00,0,0,0.00,0.00,0.79,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
69,2023NEW KUCA kerusi gaming Technical cloth Material gaming chair fabric chair ergonomic chair Office Chair adjustable chair kerusi kain kerusi permainan,已删除关键字,15293402502,商品搜索广告,gtgamez gaming chair,广泛匹配,Gaming chair titan,手动,28/10/2022 00:00,无限制,3,2,66.67%,1.0,0,0,0.00%,0.00%,0.72,0.00,0.00,0,0,0.00,0.00,1.44,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
70,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,almari kasut,广泛匹配,Almari file,手动,28/10/2022 00:00,无限制,3,2,66.67%,3.0,0,0,0.00%,0.00%,0.27,0.00,0.00,0,0,0.00,0.00,0.53,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
71,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,Almari baju plastik putih,手动,09/12/2022 00:00,无限制,2,2,100.00%,17.0,0,0,0.00%,0.00%,0.30,0.00,0.00,0,0,0.00,0.00,0.60,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
72,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer organizer,广泛匹配,side drawer,手动,09/12/2022 00:00,无限制,2,2,100.00%,6.0,0,0,0.00%,0.00%,0.14,0.00,0.00,0,0,0.00,0.00,0.28,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
73,2023NEW KUCA kerusi gaming Technical cloth Material gaming chair fabric chair ergonomic chair Office Chair adjustable chair kerusi kain kerusi permainan,正常,15293402502,商品搜索广告,gaming chair,精准匹配,gaming chair,手动,28/10/2022 00:00,无限制,65,1,1.54%,10.953846153846154,0,0,0.00%,0.00%,0.79,0.00,0.00,0,0,0.00,0.00,0.79,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
74,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja lipat,精准匹配,Meja lipat,手动,02/11/2022 00:00,无限制,60,1,1.67%,9.0,0,0,0.00%,0.00%,0.44,0.00,0.00,0,0,0.00,0.00,0.44,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
75,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,computer chair,广泛匹配,kerusi,手动,28/10/2022 00:00,无限制,59,1,1.69%,12.627118644067796,0,0,0.00%,0.00%,0.28,0.00,0.00,0,0,0.00,0.00,0.28,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
76,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja belajar,手动,02/11/2022 00:00,无限制,56,1,1.79%,14.75,0,0,0.00%,0.00%,0.28,0.00,0.00,0,0,0.00,0.00,0.28,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
77,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,office chair,广泛匹配,office chair,手动,28/10/2022 00:00,无限制,34,1,2.94%,16.558823529411764,0,0,0.00%,0.00%,0.31,0.00,0.00,0,0,0.00,0.00,0.31,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
78,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,rak baju plastik,手动,09/12/2022 00:00,无限制,27,1,3.70%,10.185185185185185,0,0,0.00%,0.00%,0.20,0.00,0.00,0,0,0.00,0.00,0.20,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
79,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,shoe rack,精准匹配,Shoes Rack,手动,28/10/2022 00:00,无限制,23,1,4.35%,7.826086956521739,0,0,0.00%,0.00%,0.33,0.00,0.00,0,0,0.00,0.00,0.33,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
80,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,computer chair,广泛匹配,椅子,手动,28/10/2022 00:00,无限制,21,1,4.76%,6.428571428571429,0,0,0.00%,0.00%,0.47,0.00,0.00,0,0,0.00,0.00,0.47,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
81,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,Almari plAstik,手动,09/12/2022 00:00,无限制,18,1,5.56%,21.11111111111111,0,0,0.00%,0.00%,0.10,0.00,0.00,0,0,0.00,0.00,0.10,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
82,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,Almari,手动,09/12/2022 00:00,无限制,17,1,5.88%,20.823529411764707,0,0,0.00%,0.00%,0.14,0.00,0.00,0,0,0.00,0.00,0.14,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
83,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,chair cushion,手动,02/11/2022 00:00,无限制,17,1,5.88%,10.117647058823529,0,0,0.00%,0.00%,0.24,0.00,0.00,0,0,0.00,0.00,0.24,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
84,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,gaming kerusi,广泛匹配,Gaming table,手动,28/10/2022 00:00,无限制,17,1,5.88%,12.529411764705882,0,0,0.00%,0.00%,0.28,0.00,0.00,0,0,0.00,0.00,0.28,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
85,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,Bed table,手动,02/11/2022 00:00,无限制,16,1,6.25%,4.625,0,0,0.00%,0.00%,0.42,0.00,0.00,0,0,0.00,0.00,0.42,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
86,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,small table,广泛匹配,小桌子,手动,02/11/2022 00:00,无限制,16,1,6.25%,8.8125,0,0,0.00%,0.00%,0.21,0.00,0.00,0,0,0.00,0.00,0.21,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
87,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,kerusi gaming murah,广泛匹配,kerusi gaming murah,手动,28/10/2022 00:00,无限制,16,1,6.25%,5.75,0,0,0.00%,0.00%,0.29,0.00,0.00,0,0,0.00,0.00,0.29,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
88,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,small table,广泛匹配,japanese table,手动,02/11/2022 00:00,无限制,15,1,6.67%,9.666666666666666,0,0,0.00%,0.00%,0.23,0.00,0.00,0,0,0.00,0.00,0.23,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
89,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,kerusi belajar,手动,02/11/2022 00:00,无限制,15,1,6.67%,8.733333333333333,0,0,0.00%,0.00%,0.18,0.00,0.00,0,0,0.00,0.00,0.18,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
90,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,Study Chair,手动,02/11/2022 00:00,无限制,15,1,6.67%,14.266666666666667,0,0,0.00%,0.00%,0.49,0.00,0.00,0,0,0.00,0.00,0.49,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
91,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,office chair,广泛匹配,Lazy Chair,手动,28/10/2022 00:00,无限制,14,1,7.14%,10.142857142857142,0,0,0.00%,0.00%,0.49,0.00,0.00,0,0,0.00,0.00,0.49,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
92,2023NEW KUCA kerusi gaming Technical cloth Material gaming chair fabric chair ergonomic chair Office Chair adjustable chair kerusi kain kerusi permainan,正常,15293402502,商品搜索广告,gaming chair,广泛匹配,Gaming chair,手动,28/10/2022 00:00,无限制,13,1,7.69%,10.307692307692308,0,0,0.00%,0.00%,0.42,0.00,0.00,0,0,0.00,0.00,0.42,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
93,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,rack kasut,广泛匹配,RaK KASUT IKEA,手动,28/10/2022 00:00,无限制,13,1,7.69%,14.923076923076923,0,0,0.00%,0.00%,0.14,0.00,0.00,0,0,0.00,0.00,0.14,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
94,2023NEW KUCA kerusi gaming Technical cloth Material gaming chair fabric chair ergonomic chair Office Chair adjustable chair kerusi kain kerusi permainan,正常,15293402502,商品搜索广告,office chair,广泛匹配,Kerusi pejabat,手动,28/10/2022 00:00,无限制,12,1,8.33%,25.833333333333332,0,0,0.00%,0.00%,0.31,0.00,0.00,0,0,0.00,0.00,0.31,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
95,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,shoe cabinet,广泛匹配,shoes cabinet,手动,28/10/2022 00:00,无限制,12,1,8.33%,4.833333333333333,0,0,0.00%,0.00%,0.19,0.00,0.00,0,0,0.00,0.00,0.19,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
96,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,storage box,广泛匹配,clothes storage,手动,09/12/2022 00:00,无限制,12,1,8.33%,14.416666666666666,0,0,0.00%,0.00%,0.28,0.00,0.00,0,0,0.00,0.00,0.28,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
97,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,rack kasut,广泛匹配,鞋架,手动,28/10/2022 00:00,无限制,11,1,9.09%,11.454545454545455,0,0,0.00%,0.00%,0.15,0.00,0.00,0,0,0.00,0.00,0.15,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
98,Removable rabbit ear KUCA kerusi gaming gaming chair ergonomic chair pink chair office chair adjustable chair kerusi permainan kerusi kain,正常,16786579435,商品搜索广告,office chair,广泛匹配,office chair,手动,28/10/2022 00:00,无限制,11,1,9.09%,23.09090909090909,0,0,0.00%,0.00%,0.63,0.00,0.00,0,0,0.00,0.00,0.63,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
99,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,cabinet clothes,手动,09/12/2022 00:00,无限制,10,1,10.00%,4.5,0,0,0.00%,0.00%,0.12,0.00,0.00,0,0,0.00,0.00,0.12,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
100,Removable rabbit ear KUCA kerusi gaming gaming chair ergonomic chair pink chair office chair adjustable chair kerusi permainan kerusi kain,正常,16786579435,商品搜索广告,gaming chair,广泛匹配,chair gaming,手动,28/10/2022 00:00,无限制,10,1,10.00%,15.0,0,0,0.00%,0.00%,0.34,0.00,0.00,0,0,0.00,0.00,0.34,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
101,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,kabinet kasut,广泛匹配,Kitchen cabinet,手动,28/10/2022 00:00,无限制,9,1,11.11%,39.44444444444444,0,0,0.00%,0.00%,0.30,0.00,0.00,0,0,0.00,0.00,0.30,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
102,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,Almari,手动,09/12/2022 00:00,无限制,9,1,11.11%,22.666666666666668,0,0,0.00%,0.00%,0.10,0.00,0.00,0,0,0.00,0.00,0.10,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
103,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,衣橱,手动,09/12/2022 00:00,无限制,9,1,11.11%,22.22222222222222,0,0,0.00%,0.00%,0.24,0.00,0.00,0,0,0.00,0.00,0.24,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
104,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,shoe rack cabinet,广泛匹配,鞋架 門口 室外,手动,28/10/2022 00:00,无限制,8,1,12.50%,1.25,0,0,0.00%,0.00%,0.30,0.00,0.00,0,0,0.00,0.00,0.30,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
105,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,storage box,广泛匹配,box storage,手动,09/12/2022 00:00,无限制,8,1,12.50%,21.5,0,0,0.00%,0.00%,0.23,0.00,0.00,0,0,0.00,0.00,0.23,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
106,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,computer chair,手动,02/11/2022 00:00,无限制,8,1,12.50%,6.75,0,0,0.00%,0.00%,0.15,0.00,0.00,0,0,0.00,0.00,0.15,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
107,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,shoe cabinet,广泛匹配,cabinet,手动,28/10/2022 00:00,无限制,7,1,14.29%,43.42857142857143,0,0,0.00%,0.00%,0.23,0.00,0.00,0,0,0.00,0.00,0.23,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
108,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,shoe cabinet,广泛匹配,shoe cabinet outdoor,手动,28/10/2022 00:00,无限制,7,1,14.29%,4.142857142857143,0,0,0.00%,0.00%,0.33,0.00,0.00,0,0,0.00,0.00,0.33,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
109,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,衣柜,手动,09/12/2022 00:00,无限制,7,1,14.29%,14.285714285714286,0,0,0.00%,0.00%,0.23,0.00,0.00,0,0,0.00,0.00,0.23,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
110,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,computer chair,广泛匹配,computer chair,手动,28/10/2022 00:00,无限制,7,1,14.29%,11.0,0,0,0.00%,0.00%,0.60,0.00,0.00,0,0,0.00,0.00,0.60,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
111,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,gaming chair murah,精准匹配,gaming chair murah,手动,28/10/2022 00:00,无限制,7,1,14.29%,7.285714285714286,0,0,0.00%,0.00%,0.59,0.00,0.00,0,0,0.00,0.00,0.59,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
112,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,rak baju,手动,09/12/2022 00:00,无限制,6,1,16.67%,16.5,0,0,0.00%,0.00%,0.15,0.00,0.00,0,0,0.00,0.00,0.15,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
113,Half price today !KUCA office chair Study Chair Ergonomic chair kerusi gaming computer chair headrest fabric chair adjustable chair kerusi kain,正常,21755371922,商品搜索广告,computer chair,广泛匹配,gaming chair murah,手动,10/11/2022 00:00,无限制,6,1,16.67%,17.333333333333332,0,0,0.00%,0.00%,0.37,0.00,0.00,0,0,0.00,0.00,0.37,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
114,Removable rabbit ear KUCA kerusi gaming gaming chair ergonomic chair pink chair office chair adjustable chair kerusi permainan kerusi kain,正常,16786579435,商品搜索广告,gaming chair,广泛匹配,电竞椅,手动,28/10/2022 00:00,无限制,6,1,16.67%,5.833333333333333,0,0,0.00%,0.00%,0.50,0.00,0.00,0,0,0.00,0.00,0.50,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
115,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,shoe cabinet,广泛匹配,shoe cabinet aluminium,手动,28/10/2022 00:00,无限制,5,1,20.00%,2.0,0,0,0.00%,0.00%,0.19,0.00,0.00,0,0,0.00,0.00,0.19,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
116,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,small table,广泛匹配,Table small,手动,02/11/2022 00:00,无限制,5,1,20.00%,8.6,0,0,0.00%,0.00%,0.44,0.00,0.00,0,0,0.00,0.00,0.44,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
117,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,study table,广泛匹配,80cm table,手动,02/11/2022 00:00,无限制,5,1,20.00%,0.0,0,0,0.00%,0.00%,0.42,0.00,0.00,0,0,0.00,0.00,0.42,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
118,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,Almari baju besar,手动,09/12/2022 00:00,无限制,5,1,20.00%,4.4,0,0,0.00%,0.00%,0.27,0.00,0.00,0,0,0.00,0.00,0.27,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
119,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,clothes rack,手动,09/12/2022 00:00,无限制,5,1,20.00%,5.0,0,0,0.00%,0.00%,0.23,0.00,0.00,0,0,0.00,0.00,0.23,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
120,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,rak baju besi,手动,09/12/2022 00:00,无限制,5,1,20.00%,29.0,0,0,0.00%,0.00%,0.10,0.00,0.00,0,0,0.00,0.00,0.10,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
121,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari baju murah,手动,09/12/2022 00:00,无限制,5,1,20.00%,13.6,0,0,0.00%,0.00%,0.16,0.00,0.00,0,0,0.00,0.00,0.16,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
